inventory_id,product_id,warehouse_id,snapshot_date,opening_stock,units_received,units_sold,closing_stock,days_of_supply,units_on_order,reorder_triggered,stockout_flag,fill_rate_daily
INV0000223,P0001,WH001,2024-05-10,69,0,69,0,0.0,161,0,1,0.5391
INV0000224,P0001,WH001,2024-05-11,0,0,0,0,0.0,161,0,1,0.0
INV0000225,P0001,WH001,2024-05-12,0,0,0,0,0.0,161,0,1,0.0
INV0000226,P0001,WH001,2024-05-13,0,0,0,0,0.0,161,0,1,0.0
INV0000227,P0001,WH001,2024-05-14,0,0,0,0,0.0,161,0,1,0.0
INV0000228,P0001,WH001,2024-05-15,0,0,0,0,0.0,161,0,1,0.0
INV0000229,P0001,WH001,2024-05-16,0,0,0,0,0.0,161,0,1,0.0
INV0000230,P0001,WH001,2024-05-17,0,0,0,0,0.0,161,0,1,0.0
INV0000231,P0001,WH001,2024-05-18,0,0,0,0,0.0,161,0,1,0.0
INV0000232,P0001,WH001,2024-05-19,0,0,0,0,0.0,161,0,1,0.0
INV0000233,P0001,WH001,2024-05-20,0,0,0,0,0.0,161,0,1,0.0
INV0000234,P0001,WH001,2024-05-21,0,0,0,0,0.0,161,0,1,0.0
INV0000235,P0001,WH001,2024-05-22,0,0,0,0,0.0,161,0,1,0.0
INV0000236,P0001,WH001,2024-05-23,0,0,0,0,0.0,161,0,1,0.0
INV0000237,P0001,WH001,2024-05-24,161,161,30,131,6.6,161,1,0,1.0
INV0000238,P0001,WH001,2024-05-25,131,0,53,78,3.9,161,0,0,1.0
INV0000239,P0001,WH001,2024-05-26,78,0,18,60,3.0,161,0,0,1.0
INV0000240,P0001,WH001,2024-05-27,60,0,14,46,2.3,161,0,0,1.0
INV0000241,P0001,WH001,2024-05-28,46,0,24,22,1.1,161,0,0,1.0
INV0000242,P0001,WH001,2024-05-29,22,0,22,0,0.0,161,0,1,0.4231
INV0000243,P0001,WH001,2024-05-30,0,0,0,0,0.0,161,0,1,0.0
INV0000244,P0001,WH001,2024-05-31,0,0,0,0,0.0,161,0,1,0.0
INV0000245,P0001,WH001,2024-06-01,0,0,0,0,0.0,161,0,1,0.0
INV0000246,P0001,WH001,2024-06-02,0,0,0,0,0.0,161,0,1,0.0
INV0000247,P0001,WH001,2024-06-03,0,0,0,0,0.0,161,0,1,0.0
INV0000248,P0001,WH001,2024-06-04,0,0,0,0,0.0,161,0,1,0.0
INV0000249,P0001,WH001,2024-06-05,0,0,0,0,0.0,161,0,1,0.0
INV0000250,P0001,WH001,2024-06-06,0,0,0,0,0.0,161,0,1,0.0
INV0000251,P0001,WH001,2024-06-07,0,0,0,0,0.0,161,0,1,0.0
INV0000252,P0001,WH001,2024-06-08,0,0,0,0,0.0,161,0,1,0.0
INV0000253,P0001,WH001,2024-06-09,0,0,0,0,0.0,161,0,1,0.0
INV0000254,P0001,WH001,2024-06-10,0,0,0,0,0.0,161,0,1,0.0
INV0000255,P0001,WH001,2024-06-11,0,0,0,0,0.0,161,0,1,0.0
INV0000256,P0001,WH001,2024-06-12,161,161,12,149,7.5,161,1,0,1.0
INV0000257,P0001,WH001,2024-06-13,149,0,15,134,6.8,161,0,0,1.0
INV0000258,P0001,WH001,2024-06-14,134,0,36,98,4.9,161,0,0,1.0
INV0000259,P0001,WH001,2024-06-15,98,0,17,81,4.1,161,0,0,1.0
INV0000260,P0001,WH001,2024-06-16,81,0,14,67,3.4,161,0,0,1.0
INV0000261,P0001,WH001,2024-06-17,67,0,42,25,1.3,161,0,0,1.0
INV0000262,P0001,WH001,2024-06-18,25,0,25,0,0.0,161,0,1,0.5814
INV0000263,P0001,WH001,2024-06-19,0,0,0,0,0.0,161,0,1,0.0
INV0000264,P0001,WH001,2024-06-20,0,0,0,0,0.0,161,0,1,0.0
INV0000265,P0001,WH001,2024-06-21,0,0,0,0,0.0,161,0,1,0.0
INV0000266,P0001,WH001,2024-06-22,0,0,0,0,0.0,161,0,1,0.0
INV0000267,P0001,WH001,2024-06-23,0,0,0,0,0.0,161,0,1,0.0
INV0000268,P0001,WH001,2024-06-24,0,0,0,0,0.0,161,0,1,0.0
INV0000269,P0001,WH001,2024-06-25,0,0,0,0,0.0,161,0,1,0.0
INV0000270,P0001,WH001,2024-06-26,0,0,0,0,0.0,161,0,1,0.0
INV0000271,P0001,WH001,2024-06-27,0,0,0,0,0.0,161,0,1,0.0
INV0000272,P0001,WH001,2024-06-28,0,0,0,0,0.0,161,0,1,0.0
INV0000273,P0001,WH001,2024-06-29,0,0,0,0,0.0,161,0,1,0.0
INV0000274,P0001,WH001,2024-06-30,0,0,0,0,0.0,161,0,1,0.0
INV0000275,P0001,WH001,2024-07-01,161,161,10,151,7.6,161,1,0,1.0
INV0000276,P0001,WH001,2024-07-02,151,0,9,142,7.2,161,0,0,1.0
INV0000277,P0001,WH001,2024-07-03,142,0,14,128,6.5,161,0,0,1.0
INV0000278,P0001,WH001,2024-07-04,128,0,28,100,5.1,161,0,0,1.0
INV0000279,P0001,WH001,2024-07-05,100,0,34,66,3.3,161,0,0,1.0
INV0000280,P0001,WH001,2024-07-06,66,0,29,37,1.9,161,0,0,1.0
INV0000281,P0001,WH001,2024-07-07,37,0,37,0,0.0,161,0,1,0.925
INV0000282,P0001,WH001,2024-07-08,0,0,0,0,0.0,161,0,1,0.0
INV0000283,P0001,WH001,2024-07-09,0,0,0,0,0.0,161,0,1,0.0
INV0000284,P0001,WH001,2024-07-10,0,0,0,0,0.0,161,0,1,0.0
INV0000285,P0001,WH001,2024-07-11,0,0,0,0,0.0,161,0,1,0.0
INV0000286,P0001,WH001,2024-07-12,0,0,0,0,0.0,161,0,1,0.0
INV0000287,P0001,WH001,2024-07-13,0,0,0,0,0.0,161,0,1,0.0
INV0000288,P0001,WH001,2024-07-14,0,0,0,0,0.0,161,0,1,0.0
INV0000289,P0001,WH001,2024-07-15,0,0,0,0,0.0,161,0,1,0.0
INV0000290,P0001,WH001,2024-07-16,0,0,0,0,0.0,161,0,1,0.0
INV0000291,P0001,WH001,2024-07-17,0,0,0,0,0.0,161,0,1,0.0
INV0000292,P0001,WH001,2024-07-18,0,0,0,0,0.0,161,0,1,0.0
INV0000293,P0001,WH001,2024-07-19,0,0,0,0,0.0,161,0,1,0.0
INV0000294,P0001,WH001,2024-07-20,0,0,0,0,0.0,161,0,1,0.0
INV0000295,P0001,WH001,2024-07-21,161,161,27,134,6.8,161,1,0,1.0
INV0000296,P0001,WH001,2024-07-22,134,0,18,116,5.9,161,0,0,1.0
INV0000297,P0001,WH001,2024-07-23,116,0,20,96,4.8,161,0,0,1.0
INV0000298,P0001,WH001,2024-07-24,96,0,2,94,4.7,161,0,0,1.0
INV0000299,P0001,WH001,2024-07-25,94,0,8,86,4.3,161,0,0,1.0
INV0000300,P0001,WH001,2024-07-26,86,0,22,64,3.2,161,0,0,1.0
INV0000301,P0001,WH001,2024-07-27,64,0,64,0,0.0,161,0,1,0.8101
INV0000302,P0001,WH001,2024-07-28,0,0,0,0,0.0,161,0,1,0.0
INV0000303,P0001,WH001,2024-07-29,0,0,0,0,0.0,161,0,1,0.0
INV0000304,P0001,WH001,2024-07-30,0,0,0,0,0.0,161,0,1,0.0
INV0000305,P0001,WH001,2024-07-31,0,0,0,0,0.0,161,0,1,0.0
INV0000306,P0001,WH001,2024-08-01,0,0,0,0,0.0,161,0,1,0.0
INV0000307,P0001,WH001,2024-08-02,0,0,0,0,0.0,161,0,1,0.0
INV0000308,P0001,WH001,2024-08-03,0,0,0,0,0.0,161,0,1,0.0
INV0000309,P0001,WH001,2024-08-04,0,0,0,0,0.0,161,0,1,0.0
INV0000310,P0001,WH001,2024-08-05,0,0,0,0,0.0,161,0,1,0.0
INV0000311,P0001,WH001,2024-08-06,0,0,0,0,0.0,161,0,1,0.0
INV0000312,P0001,WH001,2024-08-07,0,0,0,0,0.0,161,0,1,0.0
INV0000313,P0001,WH001,2024-08-08,0,0,0,0,0.0,161,0,1,0.0
INV0000314,P0001,WH001,2024-08-09,161,161,36,125,6.3,161,1,0,1.0
INV0000315,P0001,WH001,2024-08-10,125,0,11,114,5.8,161,0,0,1.0
INV0000316,P0001,WH001,2024-08-11,114,0,18,96,4.8,161,0,0,1.0
INV0000317,P0001,WH001,2024-08-12,96,0,28,68,3.4,161,0,0,1.0
INV0000318,P0001,WH001,2024-08-13,68,0,12,56,2.8,161,0,0,1.0
INV0000319,P0001,WH001,2024-08-14,56,0,31,25,1.3,161,0,0,1.0
INV0000320,P0001,WH001,2024-08-15,25,0,15,10,0.5,161,0,0,1.0
INV0000321,P0001,WH001,2024-08-16,10,0,10,0,0.0,161,0,1,0.3333
